id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
25778,Men,Apparel,Topwear,Suspenders,Blue,Summer,2012.0,Formal,Arrow Men Blue Suspenders,dados/fashion-dataset-roupas/images/25778.jpg
31068,Women,Apparel,Topwear,Dupatta,Red,Summer,2012.0,Ethnic,Fabindia Women Red Chanderi Dupatta,dados/fashion-dataset-roupas/images/31068.jpg
25589,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011.0,Ethnic,Vishudh Women Green Churidar Kurta with Dupatta,dados/fashion-dataset-roupas/images/25589.jpg
40598,Women,Apparel,Topwear,Kurtis,Pink,Summer,2012.0,Ethnic,Aurelia Women Pink Kurti,dados/fashion-dataset-roupas/images/40598.jpg
28984,Women,Apparel,Apparel Set,Kurta Sets,Orange,Summer,2012.0,Ethnic,Biba Outlet Women Orange Printed Churidar Kurta with Dupatta,dados/fashion-dataset-roupas/images/28984.jpg
34946,Women,Apparel,Topwear,Dupatta,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Dupatta,dados/fashion-dataset-roupas/images/34946.jpg
28743,Women,Apparel,Topwear,Kurtis,Green,Summer,2012.0,Ethnic,W Women Printed Green Top,dados/fashion-dataset-roupas/images/28743.jpg
50661,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Grey Melange,Summer,2016.0,Sports,Chromozome Men Grey Melange Lounge Pants,dados/fashion-dataset-roupas/images/50661.jpg
7682,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Puma Men Track Black Ferrari Jacket,dados/fashion-dataset-roupas/images/7682.jpg
29023,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,ADIDAS Men Black Track Pants,dados/fashion-dataset-roupas/images/29023.jpg
58503,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Tonga Women Purple Dress,dados/fashion-dataset-roupas/images/58503.jpg
46743,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Black Track Pants,dados/fashion-dataset-roupas/images/46743.jpg
46744,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Sports,Nike Women Black Capris,dados/fashion-dataset-roupas/images/46744.jpg
52893,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Red Printed Sari,dados/fashion-dataset-roupas/images/52893.jpg
52345,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,dados/fashion-dataset-roupas/images/52345.jpg
15200,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Arrow Sport Men Stripes Yellow Polo Tshirts,dados/fashion-dataset-roupas/images/15200.jpg
30610,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Black Shorts,dados/fashion-dataset-roupas/images/30610.jpg
52949,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,dados/fashion-dataset-roupas/images/52949.jpg
57817,Women,Apparel,Topwear,Tops,Green,Fall,2012.0,Casual,United Colors of Benetton Women Green Top,dados/fashion-dataset-roupas/images/57817.jpg
29042,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2013.0,Sports,ADIDAS Men Black Track Pants,dados/fashion-dataset-roupas/images/29042.jpg
23446,Women,Apparel,Topwear,Kurtis,Red,Fall,2013.0,Ethnic,Satya Paul Women Red Kurti,dados/fashion-dataset-roupas/images/23446.jpg
4851,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,ADIDAS Women's Tight Fresh Black Track Pant,dados/fashion-dataset-roupas/images/4851.jpg
8470,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Scullers For Her Women Viscose Tunics Purple Tops,dados/fashion-dataset-roupas/images/8470.jpg
58489,Women,Apparel,Dress,Dresses,Beige,Summer,2012.0,Casual,Tonga Women Beige Dress,dados/fashion-dataset-roupas/images/58489.jpg
16196,Men,Apparel,Topwear,Jackets,Red,Fall,2011.0,Sports,Puma Men Heroes Red Jackets,dados/fashion-dataset-roupas/images/16196.jpg
46893,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans,dados/fashion-dataset-roupas/images/46893.jpg
25855,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Diva Women Printed Red Kurti,dados/fashion-dataset-roupas/images/25855.jpg
51222,Women,Apparel,Topwear,Kurtis,Beige,Summer,2012.0,Casual,Satya Paul Women Beige Kurti,dados/fashion-dataset-roupas/images/51222.jpg
15966,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Turtle Solid Men Grey Jacket,dados/fashion-dataset-roupas/images/15966.jpg
29322,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Probase Men Check Maroon Shirt,dados/fashion-dataset-roupas/images/29322.jpg
23147,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Quechua Women Fleece Black Sweatshirt,dados/fashion-dataset-roupas/images/23147.jpg
49948,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Summer,2016.0,Casual,Hanes Men Black Shorts,dados/fashion-dataset-roupas/images/49948.jpg
52353,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,dados/fashion-dataset-roupas/images/52353.jpg
28735,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,W Women Printed Brown Kurta,dados/fashion-dataset-roupas/images/28735.jpg
38934,Girls,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Leggings,dados/fashion-dataset-roupas/images/38934.jpg
32649,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Black Shorts,dados/fashion-dataset-roupas/images/32649.jpg
43332,Women,Apparel,Topwear,Tunics,Grey,Summer,2012.0,Casual,United Colors of Benetton Women Grey Tunic,dados/fashion-dataset-roupas/images/43332.jpg
9231,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey Striped Shirt,dados/fashion-dataset-roupas/images/9231.jpg
56815,Women,Apparel,Topwear,Tunics,Multi,Summer,2012.0,Casual,Aneri Women Brown Tunic,dados/fashion-dataset-roupas/images/56815.jpg
46250,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Fusion Beats Women Blue Tunic,dados/fashion-dataset-roupas/images/46250.jpg
41783,Women,Apparel,Topwear,Tunics,Purple,Summer,2012.0,Casual,Remanika Women Purple Tunic,dados/fashion-dataset-roupas/images/41783.jpg
45082,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2016.0,Casual,Bwitch Pink Nightdress,dados/fashion-dataset-roupas/images/45082.jpg
36277,Women,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Black Night suits,dados/fashion-dataset-roupas/images/36277.jpg
40658,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Span Women Multi Coloured Kurta,dados/fashion-dataset-roupas/images/40658.jpg
7206,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women's Pink Flowers Offwhite Top,dados/fashion-dataset-roupas/images/7206.jpg
58809,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,Highlander Men White Striped Shirt,dados/fashion-dataset-roupas/images/58809.jpg
16919,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,dados/fashion-dataset-roupas/images/16919.jpg
23303,Women,Apparel,Bottomwear,Leggings,Maroon,Fall,2011.0,Ethnic,W Women Solid Maroon Leggings,dados/fashion-dataset-roupas/images/23303.jpg
22461,Women,Apparel,Bottomwear,Leggings,Pink,Fall,2011.0,Casual,Myntra Women Dark Pink Leggings,dados/fashion-dataset-roupas/images/22461.jpg
37141,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Wills Lifestyle Men Stripes Grey Shirt,dados/fashion-dataset-roupas/images/37141.jpg
59668,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Green Printed Evening Wear Sari,dados/fashion-dataset-roupas/images/59668.jpg
42511,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Mother Earth Women Red Kurti,dados/fashion-dataset-roupas/images/42511.jpg
48473,Women,Apparel,Dress,Dresses,Blue,Winter,2011.0,Casual,French Connection Women Blue Dress,dados/fashion-dataset-roupas/images/48473.jpg
30827,Women,Apparel,Bottomwear,Churidar,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Churidar,dados/fashion-dataset-roupas/images/30827.jpg
15676,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Highlander Men High Original Blue Jeans,dados/fashion-dataset-roupas/images/15676.jpg
22580,Women,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,Nike Women Grey Sweatshirt,dados/fashion-dataset-roupas/images/22580.jpg
19322,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Myntra Men Solid Blue Sweatshirt,dados/fashion-dataset-roupas/images/19322.jpg
5794,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Jealous 21 Women Party Black Top,dados/fashion-dataset-roupas/images/5794.jpg
34060,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Grey Shorts,dados/fashion-dataset-roupas/images/34060.jpg
25021,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,Nike Men Poly Fleece Grey Sweatshirt,dados/fashion-dataset-roupas/images/25021.jpg
52395,Women,Apparel,Loungewear and Nightwear,Nightdress,Grey,Winter,2015.0,Casual,Red Rose Women Grey Nightdress,dados/fashion-dataset-roupas/images/52395.jpg
44686,Women,Apparel,Bottomwear,Leggings,Magenta,Summer,2012.0,Casual,Wills Lifestyle Women Magenta Leggings,dados/fashion-dataset-roupas/images/44686.jpg
52366,Women,Apparel,Loungewear and Nightwear,Nightdress,Lavender,Winter,2015.0,Casual,Red Rose Women Lavender Nightdress,dados/fashion-dataset-roupas/images/52366.jpg
19856,Men,Apparel,Topwear,Jackets,Olive,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Olive Jackets,dados/fashion-dataset-roupas/images/19856.jpg
14053,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Check  Blue Shirts,dados/fashion-dataset-roupas/images/14053.jpg
27417,Women,Apparel,Bottomwear,Capris,Blue,Winter,2015.0,Casual,Jockey Women Blue Relaxed Capris,dados/fashion-dataset-roupas/images/27417.jpg
42222,Women,Apparel,Topwear,Tunics,Grey,Summer,2012.0,Casual,Sepia Women Grey Tunic,dados/fashion-dataset-roupas/images/42222.jpg
19061,Women,Apparel,Topwear,Kurtis,Red,Fall,2011.0,Ethnic,Aurelia Women Printed Red Kurti,dados/fashion-dataset-roupas/images/19061.jpg
6897,Women,Apparel,Topwear,Tops,Cream,Summer,2011.0,Casual,Forever New Women Embellishments Cream Top,dados/fashion-dataset-roupas/images/6897.jpg
16510,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,dados/fashion-dataset-roupas/images/16510.jpg
48492,Women,Apparel,Topwear,Tops,Beige,Winter,2011.0,Casual,French Connection Women Beige Top,dados/fashion-dataset-roupas/images/48492.jpg
18167,Girls,Apparel,Dress,Dresses,Magenta,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Purple Dress,dados/fashion-dataset-roupas/images/18167.jpg
20038,Women,Apparel,Bottomwear,Stockings,Beige,Fall,2011.0,Casual,United Colors of Benetton Women Beige Striped Tights,dados/fashion-dataset-roupas/images/20038.jpg
20029,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirt,dados/fashion-dataset-roupas/images/20029.jpg
2915,Women,Apparel,Topwear,Tops,White,Fall,2010.0,Casual,DUSG Women Bandhavgarh Organic Aqua Top,dados/fashion-dataset-roupas/images/2915.jpg
19523,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Grey Sweater,dados/fashion-dataset-roupas/images/19523.jpg
38843,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Latin Quarters Women Zip Piping Navy Blue Dress,dados/fashion-dataset-roupas/images/38843.jpg
19638,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Sweatshirt,dados/fashion-dataset-roupas/images/19638.jpg
41588,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Basics Men Blue Shirt,dados/fashion-dataset-roupas/images/41588.jpg
21416,Women,Apparel,Topwear,Tops,Pink,Winter,2012.0,Casual,Roxy Women Pink Top,dados/fashion-dataset-roupas/images/21416.jpg
59986,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Smart Casual,Avirate Women Black Dress,dados/fashion-dataset-roupas/images/59986.jpg
52429,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Winter,2015.0,Casual,Red Rose Women White Nightdress,dados/fashion-dataset-roupas/images/52429.jpg
25587,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Vishudh Women Black & Purple Printed Churidar Kurta with Dupatta,dados/fashion-dataset-roupas/images/25587.jpg
12376,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Reid & Taylor Men Check White Shirts,dados/fashion-dataset-roupas/images/12376.jpg
3510,Women,Apparel,Bottomwear,Capris,Black,Fall,2010.0,Sports,ADIDAS Women Black Silver Tights Capri,dados/fashion-dataset-roupas/images/3510.jpg
47047,Women,Apparel,Bottomwear,Salwar,Purple,Summer,2012.0,Ethnic,Shree Women & Cream Jodhpuri Salwar,dados/fashion-dataset-roupas/images/47047.jpg
35440,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Doodle Boys Check Black Shirt,dados/fashion-dataset-roupas/images/35440.jpg
15035,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,ADIDAS Women Stripes Purple Sweaters,dados/fashion-dataset-roupas/images/15035.jpg
19536,Men,Apparel,Topwear,Sweaters,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Solid Purple Sweater,dados/fashion-dataset-roupas/images/19536.jpg
49785,Women,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2012.0,Casual,Little Miss Intimates Black Pyjama Set,dados/fashion-dataset-roupas/images/49785.jpg
51459,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White Top,dados/fashion-dataset-roupas/images/51459.jpg
45989,Women,Apparel,Saree,Sarees,Green,Summer,2012.0,Ethnic,Fabindia Green Mangalagiri Saree,dados/fashion-dataset-roupas/images/45989.jpg
9083,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,ADIDAS Women Ess Cuffed Pant Black Trackpant,dados/fashion-dataset-roupas/images/9083.jpg
51615,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Jeggings,dados/fashion-dataset-roupas/images/51615.jpg
7146,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Scullers For Her Women's Wow Knit Red Top,dados/fashion-dataset-roupas/images/7146.jpg
54049,Women,Apparel,Bottomwear,Jeggings,Navy Blue,Summer,2012.0,Casual,Myntra Women Navy Blue Jeggings,dados/fashion-dataset-roupas/images/54049.jpg
12780,Women,Apparel,Apparel Set,Kurta Sets,Brown,Fall,2011.0,Ethnic,Mother Earth Women Cotton Brown Salwar Suit,dados/fashion-dataset-roupas/images/12780.jpg
59897,Women,Apparel,Dress,Dresses,Yellow,Fall,2012.0,Casual,Femella Women Yellow Dress,dados/fashion-dataset-roupas/images/59897.jpg
31167,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Dress,dados/fashion-dataset-roupas/images/31167.jpg
14544,Women,Apparel,Topwear,Kurtis,Navy Blue,Fall,2011.0,Ethnic,Vishudh Women Flower Print Navy Blue Kurtis,dados/fashion-dataset-roupas/images/14544.jpg
9777,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,ADIDAS Men Cress 3spespt Black Track Pants,dados/fashion-dataset-roupas/images/9777.jpg
52128,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Girls Blue Washed Dress,dados/fashion-dataset-roupas/images/52128.jpg
40043,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,ADIDAS Men Black Track Pants,dados/fashion-dataset-roupas/images/40043.jpg
9754,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,ADIDAS Women Ess Mf Yoga Black Pants,dados/fashion-dataset-roupas/images/9754.jpg
47052,Women,Apparel,Bottomwear,Salwar,Multi,Summer,2012.0,Ethnic,Shree Women Multi Colored Jodhpuri Salwar,dados/fashion-dataset-roupas/images/47052.jpg
15116,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Arrow Men TR Finish Grey Trousers,dados/fashion-dataset-roupas/images/15116.jpg
43508,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,French Connection Women Navy Blue Striped Dress,dados/fashion-dataset-roupas/images/43508.jpg
13089,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,ADIDAS Men Lfc Auth Hood Grey Sweatshirts,dados/fashion-dataset-roupas/images/13089.jpg
31070,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Green Silk Dupatta,dados/fashion-dataset-roupas/images/31070.jpg
2590,Women,Apparel,Bottomwear,Capris,Navy Blue,Summer,2011.0,Casual,Tribord Women Breeches Blue Capri,dados/fashion-dataset-roupas/images/2590.jpg
39384,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Jeans,dados/fashion-dataset-roupas/images/39384.jpg
39797,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Peter England Men Black Formal Trousers,dados/fashion-dataset-roupas/images/39797.jpg
18180,Boys,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Doodle Boys-Boys Acid Wash Blue Jeans,dados/fashion-dataset-roupas/images/18180.jpg
19551,Men,Apparel,Topwear,Sweatshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Blue SweatShirt,dados/fashion-dataset-roupas/images/19551.jpg
56227,Men,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue Pyjama Set,dados/fashion-dataset-roupas/images/56227.jpg
25588,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011.0,Ethnic,Vishudh Women Green & Purple Printed Churidar Kurta with Dupatta,dados/fashion-dataset-roupas/images/25588.jpg
24174,Women,Apparel,Topwear,Kurtis,Turquoise Blue,Fall,2011.0,Ethnic,Aurelia Women Turquoise Blue Kurti,dados/fashion-dataset-roupas/images/24174.jpg
15335,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Sports,Nike Men Solid Navy Blue Shorts,dados/fashion-dataset-roupas/images/15335.jpg
22051,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Blue Kurta,dados/fashion-dataset-roupas/images/22051.jpg
31743,Men,Apparel,Topwear,Blazers,Olive,Summer,2012.0,Formal,Reid & Taylor Men Semi Formal Olive Blazer,dados/fashion-dataset-roupas/images/31743.jpg
52461,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Winter,2015.0,Casual,Red Rose Purple Nightdress,dados/fashion-dataset-roupas/images/52461.jpg
16805,Girls,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,ANT Kids Girls Printed Black Skirt,dados/fashion-dataset-roupas/images/16805.jpg
40931,Girls,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Gini and Jony Girls Happy Style Blue Leggings,dados/fashion-dataset-roupas/images/40931.jpg
30730,Girls,Apparel,Bottomwear,Salwar,Purple,Summer,2012.0,Ethnic,Fabindia Girls Printed Purple Salwar,dados/fashion-dataset-roupas/images/30730.jpg
39242,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2017.0,Casual,Femella Women Pink Nightdress,dados/fashion-dataset-roupas/images/39242.jpg
41313,Women,Apparel,Bottomwear,Leggings,White,Summer,2012.0,Ethnic,Aurelia Women White Leggings,dados/fashion-dataset-roupas/images/41313.jpg
20213,Women,Apparel,Topwear,Sweatshirts,Brown,Fall,2011.0,Casual,Wrangler Women American Brown Sweatshirt,dados/fashion-dataset-roupas/images/20213.jpg
47054,Women,Apparel,Bottomwear,Salwar,Brown,Summer,2012.0,Ethnic,Shree Women Brown & Green Jodhpuri Salwar,dados/fashion-dataset-roupas/images/47054.jpg
34932,Women,Apparel,Topwear,Dupatta,Pink,Summer,2012.0,Ethnic,Fabindia Pink Dupatta,dados/fashion-dataset-roupas/images/34932.jpg
30895,Women,Apparel,Bottomwear,Patiala,White,Summer,2012.0,Ethnic,Fabindia Women Printed White & Red Patiala,dados/fashion-dataset-roupas/images/30895.jpg
18963,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Sweatshirt,dados/fashion-dataset-roupas/images/18963.jpg
39167,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aneri Women Pink Printed Kurta,dados/fashion-dataset-roupas/images/39167.jpg
52420,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Winter,2015.0,Casual,Red Rose Women Cream & Blue Nightdress,dados/fashion-dataset-roupas/images/52420.jpg
52959,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Sari,dados/fashion-dataset-roupas/images/52959.jpg
54681,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2012.0,Ethnic,Shree Women Cream and Navy Blue Printed Kurta,dados/fashion-dataset-roupas/images/54681.jpg
53053,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,dados/fashion-dataset-roupas/images/53053.jpg
13335,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Gini and Jony Kids Girls Printed Pink Tops,dados/fashion-dataset-roupas/images/13335.jpg
24558,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Blue Printed Kurta,dados/fashion-dataset-roupas/images/24558.jpg
39472,Women,Apparel,Topwear,Kurtis,Cream,Summer,2012.0,Ethnic,Diva Women Cream Kurti,dados/fashion-dataset-roupas/images/39472.jpg
15965,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Turtle Solid Men Black Jacket,dados/fashion-dataset-roupas/images/15965.jpg
57187,Women,Apparel,Topwear,Tunics,Purple,Summer,2012.0,Casual,Elle Women Purple Tunic,dados/fashion-dataset-roupas/images/57187.jpg
39473,Women,Apparel,Topwear,Kurtis,Black,Summer,2012.0,Ethnic,Diva Women Black Kurti,dados/fashion-dataset-roupas/images/39473.jpg
42245,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Sepia Women Pink Top,dados/fashion-dataset-roupas/images/42245.jpg
51617,Women,Apparel,Bottomwear,Jeggings,Grey,Fall,2012.0,Casual,Kraus Jeans Women Grey Jeggings,dados/fashion-dataset-roupas/images/51617.jpg
23139,Men,Apparel,Topwear,Sweatshirts,Olive,Fall,2011.0,Casual,Quechua Men Fleece Olive Sweatshirt,dados/fashion-dataset-roupas/images/23139.jpg
15179,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Arrow Sport Men Stripes Red Sweaters,dados/fashion-dataset-roupas/images/15179.jpg
37940,Women,Apparel,Topwear,Tunics,Orange,Summer,2012.0,Casual,Mineral Women Orange Tunic,dados/fashion-dataset-roupas/images/37940.jpg
53296,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans,dados/fashion-dataset-roupas/images/53296.jpg
40412,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Tonga Women Plum Dress,dados/fashion-dataset-roupas/images/40412.jpg
52917,Women,Apparel,Saree,Sarees,Orange,Fall,2012.0,Ethnic,FNF Orange Printed Sari,dados/fashion-dataset-roupas/images/52917.jpg
27931,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Jealous 21 Women White Shirt,dados/fashion-dataset-roupas/images/27931.jpg
30615,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Sports,Nike Men Black Jacket,dados/fashion-dataset-roupas/images/30615.jpg
59607,Women,Apparel,Saree,Sarees,Grey,Fall,2012.0,Ethnic,FNF Pink & Grey Wedding Collection Sari,dados/fashion-dataset-roupas/images/59607.jpg
23441,Women,Apparel,Topwear,Tunics,Blue,Fall,2011.0,Casual,Satya Paul Women Blue Printed Tunic,dados/fashion-dataset-roupas/images/23441.jpg
42685,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Alma Women White Printed Kurta,dados/fashion-dataset-roupas/images/42685.jpg
11370,Women,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,United Colors Of Benetton Women Light Wintersweat Green Sweatshirts,dados/fashion-dataset-roupas/images/11370.jpg
51393,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Myntra Men Green Check Shorts,dados/fashion-dataset-roupas/images/51393.jpg
16042,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt,dados/fashion-dataset-roupas/images/16042.jpg
39137,Women,Apparel,Apparel Set,Kurta Sets,Purple,Summer,2012.0,Ethnic,Aneri Women Gypsy Rose Purple Salwar Suit,dados/fashion-dataset-roupas/images/39137.jpg
22759,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,BIBA Women Printed White Kurta,dados/fashion-dataset-roupas/images/22759.jpg
29056,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,ADIDAS Women Grey Track Pants,dados/fashion-dataset-roupas/images/29056.jpg
16224,Men,Apparel,Bottomwear,Tracksuits,Navy Blue,Fall,2011.0,Sports,Puma Men Poly Knitted Navy Blue Tracksuit,dados/fashion-dataset-roupas/images/16224.jpg
8468,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Scullers For Her Women Layered Black Tunics,dados/fashion-dataset-roupas/images/8468.jpg
31059,Women,Apparel,Topwear,Dupatta,Off White,Summer,2012.0,Ethnic,Fabindia Women Off White Chanderi Dupatta,dados/fashion-dataset-roupas/images/31059.jpg
56235,Men,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2016.0,Casual,SDL by Sweet Dreams Men White & Black Pyjama Set,dados/fashion-dataset-roupas/images/56235.jpg
36218,Girls,Apparel,Bottomwear,Leggings,Pink,Summer,2012.0,Casual,Gini Jony Girls Pink Leggings,dados/fashion-dataset-roupas/images/36218.jpg
9175,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Banks Blue Jeans,dados/fashion-dataset-roupas/images/9175.jpg
15320,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Nike Men Solid Navy Blue Sweatshirts,dados/fashion-dataset-roupas/images/15320.jpg
33029,Women,Apparel,Topwear,Kurtis,Off White,Summer,2012.0,Ethnic,Mother Earth Women Printed Off White Kurti,dados/fashion-dataset-roupas/images/33029.jpg
